Region,Country,Year,Category,Brand,Tier 1,Tier 2,Tier 3,Pep (%),Budget (LC),Pep Budget (LC),Bottler Budget (LC),Budget,Pep Budget,Bottler Budget
LAB South,Brazil,2024,CSD,Pepsi,Pull-Non-Working,Other Non Working,Out of Scope Countries ( D8 Gastos),50,15741703,7649419,8092284,2922825,1420298,1502527
LAB South,Brazil,2024,CSD,Pepsi,Pull-Non-Working,Package Design,Other Package Design,50,15915614,7785130,8130484,2955116,1445496,1509620
LAB South,Brazil,2024,CSD,Pepsi,Pull-Non-Working,Package Design,Package Design,50,33499636,16213792,17285844,6220013,3010480,3209533
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Consumer Promotions,Consumer Promotions Execution,50,4465914,2192778,2273136,829204,407141,422063
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Consumer Promotions,Coupons (Redemption),50,3402187,1721562,1680625,631697,319649,312048
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Consumer Promotions,Other Consumer Promotions,50,7867505,3941614,3925891,1460791,731855,728936
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Consumer Promotions,Premiums,50,226523,113937,112586,42059,21155,20904
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,In Store & POS Execution,In-Store and POS Execution,50,227756,111136,116620,42288,20635,21653
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,In Store & POS Execution,Other In-Store and POS Execution,50,3373333,1672186,1701147,626340,310481,315859
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Media Placements,Digital Media,50,3411187,1689975,1721212,633368,313784,319584
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Media Placements,Media Placements,50,13542492,6752723,6789769,2514489,1253805,1260684
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Media Placements,Other Media,50,13472636,6957412,6515224,2501518,1291810,1209708
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Other Working,All Other Working,50,7629636,3990562,3639074,1416625,740943,675682
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Other Working,W-Cross Charges,50,8066069,4013346,4052723,1497659,745174,752485
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Other Working,W-Excluded non-A&M Items,50,23623923,12224837,11399086,4386349,2269835,2116514
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Other Working,W-Fall In / Fall Out,50,4252978,2189958,2063020,789667,406618,383049
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Sampling,Other Sampling,50,52690,27233,25457,9783,5056,4727
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Sampling,Product Samples,50,701367,334235,367132,130225,62058,68167
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Sampling,Sample Executing,50,17355516,8518735,8836781,3222469,1581708,1640761
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Sponsorships,Other Sponsorships,50,21977947,10853155,11124792,4080734,2015149,2065585
LAB South,Brazil,2024,CSD,Pepsi,Pull-Working,Sponsorships,Sponsorships,50,2000982,1023553,977429,371530,190047,181483
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Capability Building/Other,Capability Building,50,1232598,644672,587926,228861,119698,109163
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Capability Building/Other,Capability Building/Other-Other,50,2131638,1048937,1082701,395789,194760,201029
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Trade Equipment,On Premise Equipment,50,32819803,17213900,15605903,6093785,3196174,2897611
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Trade Equipment,"Stands/ Racks, Other Trade Equipment",50,18111675,8967785,9143890,3362868,1665085,1697783
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Trade Equipment,Trade Equipment-Other,50,6811295,3538751,3272544,1264680,657054,607626
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Trade Programs,Distribution Incentives,50,1704624,839992,864632,316504,155964,160540
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Trade Programs,Innovation Investments,50,2623382,1324731,1298651,487093,245968,241125
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Trade Programs,Other Trade Programs,50,29010669,14654437,14356232,5386528,2720948,2665580
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Trade Programs,Sales Incentives,50,4755005,2449804,2305201,882881,454865,428016
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Trade Programs,Space Investments,50,4821667,2337103,2484564,895258,433939,461319
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Unilateral,CDAs,50,3029444,1562664,1466780,562489,290146,272343
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Unilateral,Capital Equipment,0,0,0,0,0,0,0
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Unilateral,Other Unilateral,50,1089468,541111,548357,202285,100470,101815
LAB South,Brazil,2024,CSD,Pepsi,STB - Push,Unilateral,Price Support,50,1721890,841003,880887,319710,156152,163558
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Ad Production,Digital Ad Production,50,12538694,6239658,6299036,2328110,1158542,1169568
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Ad Production,Other Ad Production,50,7530653,3688837,3841816,1398246,684921,713325
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Ad Production,TV Print Radio OOH Prod,50,26491894,13175122,13316772,4918857,2446278,2472579
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Agency Fees,Creative Agency Fees,50,727153,354356,372797,135013,65794,69219
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Agency Fees,In Store and POS Design/Development,50,56404,26880,29524,10472,4990,5482
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Agency Fees,Media Agency Fees,50,285457,139601,145856,53001,25920,27081
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Agency Fees,Other Agency Fees,50,368538,179821,188717,68427,33388,35039
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Agency Fees,Social Media/Influence Marketing,50,709071,343146,365925,131656,63713,67943
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Innovation and Insight,Innovation,50,8829727,4561002,4268725,1639451,846859,792592
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Innovation and Insight,Market Research,50,1467035,744275,722760,272390,138192,134198
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Innovation and Insight,Other Innovation and Insight,50,1490049,715847,774202,276663,132914,143749
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Insight,Advanced Analytics,50,3665550,1895533,1770017,680597,351951,328646
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Insight,Brand Building,50,1074955,527183,547772,199591,97884,101707
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Insight,Consumer Tracking,50,563935,270738,293197,104708,50269,54439
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Insight,Customer / Retail and Insights and Analytics,50,2117377,1054303,1063074,393141,195756,197385
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Insight,Foundational Data / Systems,50,3670631,1921200,1749431,681540,356716,324824
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Insight,Innovation Insights,50,3703293,1854124,1849169,687605,344262,343343
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Insight,Strategic Insights,50,3328207,1735723,1592484,617961,322278,295683
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Other Non Working,All Other Non Working,50,260362,127952,132410,48342,23757,24585
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Other Non Working,NW-Cross Charges,50,3741649,1879060,1862589,694727,348892,345835
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Other Non Working,NW-Excluded non-A&M Items,50,231280196,111708966,119571230,42942732,20741456,22201276
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Other Non Working,NW-Fall In / Fall Out,50,40306039,20767846,19538193,7483785,3856050,3627735
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Other Non Working,Out of Scope Countries ( D8 Gastos),50,21883477,10822931,11060546,4063193,2009537,2053656
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Package Design,Other Package Design,50,4306265,2140567,2165698,799561,397447,402114
LAB South,Brazil,2024,CSD,TEEM,Pull-Non-Working,Package Design,Package Design,50,4377571,2172592,2204979,812801,403393,409408
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Consumer Promotions,Consumer Promotions Execution,50,4510071,2194237,2315834,837403,407412,429991
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Consumer Promotions,Coupons (Redemption),50,4568580,2152803,2415777,848266,399719,448547
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Consumer Promotions,Other Consumer Promotions,50,7050481,3544164,3506317,1309091,658059,651032
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Consumer Promotions,Premiums,50,2848330,1400615,1447715,528860,260057,268803
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,In Store & POS Execution,In-Store and POS Execution,50,9845890,4974879,4871011,1828126,923705,904421
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,In Store & POS Execution,Other In-Store and POS Execution,50,43467278,21394625,22072653,8070745,3972426,4098319
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Media Placements,Digital Media,50,1929075,936541,992534,358179,173891,184288
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Media Placements,Media Placements,50,2047935,1026467,1021468,380248,190588,189660
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Media Placements,Other Media,50,1040556,548682,491874,193204,101876,91328
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Other Working,All Other Working,50,7038775,3555339,3483436,1306917,660134,646783
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Other Working,W-Cross Charges,50,12201572,6041225,6160347,2265515,1121698,1143817
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Other Working,W-Excluded non-A&M Items,50,4272186,2144495,2127691,793234,398177,395057
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Other Working,W-Fall In / Fall Out,50,8690133,4103595,4586538,1613532,761931,851601
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Sampling,Other Sampling,50,12932026,6317054,6614972,2401141,1172913,1228228
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Sampling,Product Samples,50,5231238,2678258,2552980,971305,497283,474022
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Sampling,Sample Executing,50,16837306,8043359,8793947,3126250,1493443,1632807
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Sponsorships,Other Sponsorships,50,19146904,9350046,9796858,3555083,1736060,1819023
LAB South,Brazil,2024,CSD,TEEM,Pull-Working,Sponsorships,Sponsorships,50,141119025,72267396,68851629,26202141,13418180,12783961
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Capability Building/Other,Capability Building,50,125815152,61715100,64100052,23360609,11458892,11901717
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Capability Building/Other,Capability Building/Other-Other,50,126270758,62381966,63888792,23445203,11582712,11862491
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Trade Equipment,On Premise Equipment,50,866442,420682,445760,160875,78109,82766
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Trade Equipment,"Stands/ Racks, Other Trade Equipment",50,13569268,6976342,6592926,2519461,1295325,1224136
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Trade Equipment,Trade Equipment-Other,50,3903981,1868475,2035506,724867,346927,377940
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Trade Programs,Distribution Incentives,50,18580337,9228951,9351386,3449886,1713576,1736310
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Trade Programs,Innovation Investments,50,19512887,9367831,10145056,3623036,1739363,1883673
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Trade Programs,Other Trade Programs,50,3873051,1893995,1979056,719125,351665,367460
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Trade Programs,Sales Incentives,50,167332,84122,83210,31069,15619,15450
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Trade Programs,Space Investments,50,1430437,702035,728402,265595,130349,135246
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Unilateral,CDAs,50,4221658,2137110,2084548,783852,396805,387047
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Unilateral,Capital Equipment,0,0,0,0,0,0,0
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Unilateral,Other Unilateral,50,29274306,14590553,14683753,5435479,2709087,2726392
LAB South,Brazil,2024,CSD,TEEM,STB - Push,Unilateral,Price Support,50,28265136,14119988,14145148,5248102,2621715,2626387
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,Ad Production,Digital Ad Production,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,Ad Production,"TV, Print, Radio, OOH, Production",0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,Agency Fees,Creative Agency Fees,50,8775,4404,4371,8775,4404,4371
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,Agency Fees,In Store & POS Design / Development,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,Agency Fees,Media Agency Fees,50,106331,52980,53351,106331,52980,53351
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,Agency Fees,Other,50,41678,20873,20805,41678,20873,20805
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,Agency Fees,Social Media / Influence Marketing,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,Administrative fees,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,Agency out of pocket,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,CP out of pocket admin,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,Grassroots/experiential out of pocket,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,League/property- rights fee/options,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,Market Research,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,Non-allocated NW,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,Other Non Working-non itemised talent,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,All Other Non-Working,PR out of pocket administrative,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,Innovation and Insight,Innovations,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,Innovation and Insight,Market Research,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,Package Design,Package design,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Non-Working,Package Design,Package development,50,36121,18332,17789,36121,18332,17789
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Capability Building/Other,Capability Building Other,50,50715,26544,24171,50715,26544,24171
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Other Investments,CDA's,50,116616,55971,60645,116616,55971,60645
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Other Investments,Capital (Coolers),0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Other Investments,Price Support,50,614694,302246,312448,614694,302246,312448
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Other Investments,Vending / Racks,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Other Trade,Frozen Funds,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Other Trade,Other Trade,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Trade Equipment,Coolers - New,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Trade Equipment,Coolers - Refurbished,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Trade Equipment,Post Mix / Pre Mix Equip.,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Trade Equipment,Vending / Racks,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Trade Programs,Distribution Incentives,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Trade Programs,Innovation Investments,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Trade Programs,Sales Incentives,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,STB - Push,Trade Programs,Space Investments,50,1306315,671178,635137,1306315,671178,635137
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,All Other Working,Other Working - PR execution,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,All Other Working,Other Working - activation,50,109653,56787,52866,109653,56787,52866
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,All Other Working,Other Working - non allocated working,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Consumer Promotions,Consumer Promotions Execution,50,33832,16889,16943,33832,16889,16943
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Consumer Promotions,Coupons,50,418200,214582,203618,418200,214582,203618
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Consumer Promotions,Other,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Consumer Promotions,Premiums,50,14478,7264,7214,14478,7264,7214
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,In Store & POS Execution,In-Store & POS Execution,50,40124,20480,19644,40124,20480,19644
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Cinema,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Digital,50,221628,112184,109444,221628,112184,109444
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,OOH - Out Of Home,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Other,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Print,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,Radio,50,97454,47593,49861,97454,47593,49861
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Media Placements,TV,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Sampling,Product Samples,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Sampling,Sampling Execution,0,0,0,0,0,0,0
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Sponsorships,Sponsorships-in game/ in show,50,119955,59734,60221,119955,59734,60221
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Sponsorships,Sports-athlete/team contracts,50,68602,35779,32823,68602,35779,32823
LAB North,El Salvador,2024,Sport Drinks,Gatorade,Pull-Working,Sponsorships,Sports-on field or in show props,0,0,0,0,0,0,0
